SKU,Type,Name,image_count,exact,suffix,ambiguous_suffix,unmatched,recommended_images,unmatched_expected
COL-CMPX6,variable,Columbia Stainless Steel Mud Pan,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-mud-pan-COL-CMPX6-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-mud-pan-COL-CMPX6-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-mud-pan-COL-CMPX6-01.webp,
C12MPX6,variation,"Columbia 12"" Stainless Steel Mud Pan",1,0,0,0,1,,columbia-12-inch-stainless-steel-mud-pan-C12MPX6-01.webp
C14MPX6,variation,"Columbia 14"" Stainless Steel Mud Pan",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-14-stainless-steel-mud-pan-C14MPX6-01.webp,
C16MPX6,variation,"Columbia 16"" Stainless Steel Mud Pan",1,0,0,0,1,,columbia-16-inch-stainless-steel-mud-pan-C16MPX6-01.webp
COL-CMT,variable,Columbia Compound Mud Tube,4,0,3,0,1,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-32-compound-mud-tube-CMT32-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-42-compound-mud-tube-CMT42-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-55-compound-mud-tube-CMT55-01.webp,columbia-compound-tubes-CMT-01.webp
CMT24,variation,"Columbia 24"" Compound Mud Tube",1,0,0,0,1,,columbia-compound-tubes-CMT-01.webp
CMT32,variation,"Columbia 32"" Compound Mud Tube",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-32-compound-mud-tube-CMT32-01.webp,
CMT42,variation,"Columbia 42"" Compound Mud Tube",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-42-compound-mud-tube-CMT42-01.webp,
CMT55,variation,"Columbia 55"" Compound Mud Tube",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-55-compound-mud-tube-CMT55-01.webp,
COL-CSF,variable,Columbia Combo Flusher,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-combo-flusher-COL-CSF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-combo-flusher-COL-CSF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-combo-flusher-COL-CSF-01.webp,
25CSF,variation,"Columbia 2.5"" Combo Flusher",1,0,0,0,1,,columbia-2-5-inch-combo-flusher-25CSF-01.webp
35CSF,variation,"Columbia 3.5"" Combo Flusher",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-5-combo-flusher-35CSF-01.webp,
3CSF,variation,"Columbia 3"" Combo Flusher",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-combo-flusher-3CSF-01.webp,
COL-CTK,variable,Columbia Stainless Steel Comfort Grip Taping Knife,4,0,4,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-comfort-grip-taping-knife-COL-CTK-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-comfort-grip-taping-knife-COL-CTK-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-comfort-grip-taping-knife-COL-CTK-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-stainless-steel-comfort-grip-taping-knife-COL-CTK-01.webp,
CTK10,variation,"Columbia 10"" Stainless Steel Comfort Grip Taping Knife",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-10-inch-stainless-steel-comfort-grip-CTK10-01.webp,
CTK12,variation,"Columbia 12"" Stainless Steel Comfort Grip Taping Knife",1,0,0,1,0,,columbia-12-inch-stainless-steel-comfort-grip-taping-k-CTK12-01.webp
CTK14,variation,"Columbia 14"" Stainless Steel Comfort Grip Taping Knife",1,0,0,1,0,,columbia-14-inch-stainless-steel-comfort-grip-taping-k-CTK14-01.webp
CTK8,variation,"Columbia 8"" Stainless Steel Comfort Grip Taping Knife",1,0,0,1,0,,columbia-8-inch-stainless-steel-comfort-grip-taping-kn-CTK8-01.webp
COL-DF,variable,Columbia Direct Corner Flusher,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-COL-DF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-COL-DF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-direct-corner-flusher-COL-DF-01.webp,
25DF,variation,"Columbia 2.5"" Direct Corner Flusher",1,0,0,0,1,,columbia-2-5-inch-direct-corner-flusher-25DF-01.webp
35DF,variation,"Columbia 3.5"" Direct Corner Flusher",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-5-direct-corner-flusher-35DF-01.webp,
3DF,variation,"Columbia 3"" Direct Corner Flusher",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-direct-corner-flusher-3DF-01.webp,
COL-FBB,variable,Columbia Fat Boy Flat Box,4,0,4,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-flat-box-COL-FBB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-flat-box-COL-FBB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-flat-box-COL-FBB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-flat-box-COL-FBB-01.webp,
10FBB,variation,"Columbia 10"" Fat Boy Flat Box",1,0,0,0,1,,columbia-10-inch-fat-boy-flat-box-10FBB-01.webp
12FBB,variation,"Columbia 12"" Fat Boy Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-12-fat-boy-flat-box-12FBB-01.webp,
55FBB,variation,"Columbia 5.5"" Fat Boy Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-5-5-fat-boy-flat-box-55FBB-01.webp,
8FBB,variation,"Columbia 8"" Fat Boy Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-fat-boy-flat-box-8FBB-01.webp,
COL-FBBA,variable,Columbia Fat Boy Automatic Assist Drywall Flat Box,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-automatic-assist-drywall-flat-box-COL-FBBA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-automatic-assist-drywall-flat-box-COL-FBBA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-fat-boy-automatic-assist-drywall-flat-box-COL-FBBA-01.webp,
10FBBA,variation,"Columbia 10"" Fat Boy Automatic Assist Drywall Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-10-inch-fat-boy-automatic-assist-dry-10FBBA-01.webp,
12FBBA,variation,"Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box",1,0,0,1,0,,columbia-12-inch-fat-boy-automatic-assist-drywall-flat-12FBBA-01.webp
8FBBA,variation,"Columbia 8"" Fat Boy Automatic Assist Drywall Flat Box",1,0,0,1,0,,columbia-8-inch-fat-boy-automatic-assist-drywall-flat-8FBBA-01.webp
COL-FFB,variable,Columbia Flat Finishing Box,6,0,6,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-finishing-box-COL-FFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-finishing-box-COL-FFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-finishing-box-COL-FFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-finishing-box-COL-FFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-finishing-box-COL-FFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-finishing-box-COL-FFB-01.webp,
10FFB,variation,"Columbia 10"" Flat Finishing Box",1,0,0,0,1,,columbia-10-inch-flat-finishing-box-10FFB-01.webp
12FFB,variation,"Columbia 12"" Flat Finishing Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-12-flat-finishing-box-12FFB-01.webp,
14FFB,variation,"Columbia 14"" Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-14-flat-box-14FFB-01.webp,
55FFB,variation,"Columbia 5.5"" Flat Finishing Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-5-5-flat-finishing-box-55FFB-01.webp,
7FFB,variation,"Columbia 7"" Flat Finishing Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-7-flat-finishing-box-7FFB-01.webp,
8FFB,variation,"Columbia 8"" Flat Finishing Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-flat-finishing-box-8FFB-01.webp,
COL-FFBA,variable,Columbia Automatic Flat Box,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-flat-box-COL-FFBA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-flat-box-COL-FFBA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-automatic-flat-box-COL-FFBA-01.webp,
10FFBA,variation,"Columbia 10"" Automatic Flat Box",1,0,0,0,1,,columbia-10-inch-automatic-flat-box-10FFBA-01.webp
12FFBA,variation,"Columbia 12"" Automatic Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-12-automatic-flat-box-12FFBA-01.webp,
14FFBA,variation,"Columbia 14"" Automatic Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-14-automatic-flat-box-14FFBA-01.webp,
8FFBA,variation,"Columbia 8"" Automatic Assist Drywall Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-14-automatic-flat-box-14FFBA-01.webp,
COL-GN,variable,Columbia Gooseneck,2,0,2,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-gooseneck-COL-GN-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-gooseneck-COL-GN-01.webp,
GN,variation,Columbia Gooseneck,1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-gooseneck-COL-GN-01.webp,
TBGN,variation,Columbia Tall Boy Gooseneck,1,0,0,0,1,,columbia-tall-boy-gooseneck-TBGN-01.webp
COL-ITFB,variable,Columbia Inside Track Fat Boy Flat Box,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-track-fat-boy-flat-box-COL-ITFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-track-fat-boy-flat-box-COL-ITFB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-inside-track-fat-boy-flat-box-COL-ITFB-01.webp,
10ITFB,variation,"Columbia 10"" Inside Track Fat Boy Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-10-inch-inside-track-fat-boy-flat-bo-10ITFB-01.webp,
12ITFB,variation,"Columbia 12"" Inside Track Fat Boy Flat Box",1,0,0,1,0,,columbia-12-inch-inside-track-fat-boy-flat-box-12ITFB-01.webp
8ITFB,variation,"Columbia 8"" Inside Track Fat Boy Flat Box",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-8-inside-track-fat-boy-flat-box-8ITFB-01.webp,
COL-NS,variable,Columbia Nailspotter,2,0,2,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-nailspotter-COL-NS-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-nailspotter-COL-NS-01.webp,
2NS,variation,"Columbia 2"" Nailspotter",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-2-inch-nail-spotter-PT-2NS-01.webp,
3NS,variation,"Columbia 3"" Nailspotter",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-nailspotter-3NS-01.webp,
COL-SB2,variable,Columbia Replacement Blade for Tomahawk Smoothing Blade,6,0,6,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-blade-for-tomahawk-smoothing-blade-COL-SB2-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-blade-for-tomahawk-smoothing-blade-COL-SB2-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-blade-for-tomahawk-smoothing-blade-COL-SB2-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-blade-for-tomahawk-smoothing-blade-COL-SB2-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-blade-for-tomahawk-smoothing-blade-COL-SB2-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-blade-for-tomahawk-smoothing-blade-COL-SB2-01.webp,
SB212,variation,"Columbia Replacement 12"" Blade for Tomahawk",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-replacement-12-inch-blade-for-tomaha-SB212-01.webp,
SB214,variation,"Columbia Replacement 14"" Blade for Tomahawk",1,0,0,1,0,,columbia-replacement-14-inch-blade-for-tomahawk-SB214-01.webp
SB218,variation,"Columbia Replacement 18"" Blade for Tomahawk",1,0,0,1,0,,columbia-replacement-18-inch-blade-for-tomahawk-SB218-01.webp
SB224,variation,"Columbia Replacement 24"" Blade for Tomahawk",1,0,0,1,0,,columbia-replacement-24-inch-blade-for-tomahawk-SB224-01.webp
SB232,variation,"Columbia Replacement 32"" Blade for Tomahawk",1,0,0,1,0,,columbia-replacement-32-inch-blade-for-tomahawk-SB232-01.webp
SB27,variation,"Columbia Replacement 7"" Blade for Tomahawk",1,0,0,1,0,,columbia-replacement-7-inch-blade-for-tomahawk-SB27-01.webp
COL-SF,variable,Columbia Standard Corner Flusher,3,0,3,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-standard-corner-flusher-COL-SF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-standard-corner-flusher-COL-SF-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-standard-corner-flusher-COL-SF-01.webp,
25SF,variation,"Columbia 2.5"" Standard Corner Flusher",1,0,0,0,1,,columbia-2-5-inch-standard-corner-flusher-25SF-01.webp
35SF,variation,"Columbia 3.5"" Standard Corner Flusher",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-5-standard-corner-flusher-35SF-01.webp,
3SF,variation,"Columbia 3"" Standard Corner Flusher",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-3-standard-corner-flusher-3SF-01.webp,
COL-SSB,variable,Columbia Sabre Smoothing Blade,10,0,10,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-sabre-smoothing-blade-COL-SSB-01.webp,
SSB10,variation,"Columbia 10"" Sabre Smoothing Blade",1,0,0,0,1,,columbia-10-inch-sabre-smoothing-blade-SSB10-01.webp
SSB12,variation,"Columbia 12"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-12-sabre-smoothing-blade-SSB12-01.webp,
SSB14,variation,"Columbia 14"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-14-sabre-smoothing-blade-SSB14-01.webp,
SSB16,variation,"Columbia 16"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-16-sabre-smoothing-blade-SSB16-01.webp,
SSB18,variation,"Columbia 18"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-18-sabre-smoothing-blade-SSB18-01.webp,
SSB24,variation,"Columbia 24"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-24-sabre-smoothing-blade-SSB24-01.webp,
SSB40,variation,"Columbia 40"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-40-sabre-smoothing-blade-SSB40-01.webp,
SSB48,variation,"Columbia 48"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-48-sabre-smoothing-blade-SSB48-01.webp,
SSB7,variation,"Columbia 7"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-7-sabre-smoothing-blade-SSB7-01.webp,
SSB32,variation,"Columbia 32"" Sabre Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-32-sabre-smoothing-blade-SSB32-01.webp,
COL-TSB,variable,Columbia Tomahawk Smoothing Blade,9,0,9,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-tomahawk-smoothing-blade-COL-TSB-01.webp,
TSB10,variation,"Columbia 10"" Tomahawk Smoothing Blade",1,0,0,0,1,,columbia-10-inch-tomahawk-smoothing-blade-TSB10-01.webp
TSB12,variation,"Columbia 12"" Tomahawk Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-12-tomahawk-smoothing-blade-TSB12-01.webp,
TSB14,variation,"Columbia 14"" Tomahawk Smoothing Blade",1,0,0,0,1,,columbia-14-inch-tomahawk-smoothing-blade-TSB14-01.webp
TSB18,variation,"Columbia 18"" Tomahawk Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-18-tomahawk-smoothing-blade-TSB18-01.webp,
TSB24,variation,"Columbia 24"" Tomahawk Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-24-tomahawk-smoothing-blade-TSB24-01.webp,
TSB32,variation,"Columbia 32"" Tomahawk Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-32-tomahawk-smoothing-blade-TSB32-01.webp,
TSB40,variation,"Columbia 40"" Tomahawk Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-40-tomahawk-smoothing-blade-TSB40-01.webp,
TSB48,variation,"Columbia 48"" Tomahawk Smoothing Blade",1,0,0,0,1,,columbia-48-inch-tomahawk-smoothing-blade-TSB48-01.webp
TSB7,variation,"Columbia 7"" Tomahawk Smoothing Blade",1,0,1,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-7-tomahawk-smoothing-blade-TSB7-01.webp,
COLUMBIAMUDPANS3,simple,Trowels,10,0,0,0,10,,columbia-trowels-COLUMBIAMUDPANS3-01.webp|columbia-trowels-COLUMBIAMUDPANS3-02.webp|columbia-trowels-COLUMBIAMUDPANS3-03.webp|columbia-trowels-COLUMBIAMUDPANS3-04.webp|columbia-trowels-COLUMBIAMUDPANS3-05.webp|columbia-trowels-COLUMBIAMUDPANS3-06.webp|columbia-trowels-COLUMBIAMUDPANS3-07.webp|columbia-trowels-COLUMBIAMUDPANS3-08.webp|columbia-trowels-COLUMBIAMUDPANS3-09.webp|columbia-trowels-COLUMBIAMUDPANS3-10.webp
COMBOFLUSHER,simple,Combo Flusher,1,0,0,0,1,,columbia-combo-flusher-COMBOFLUSHER-01.webp
CORNERROLLERMAINTENANCEKITS,simple,Corner Roller Maintenance Kits,1,0,0,0,1,,columbia-corner-roller-maintenance-kits-CORNERROLLERMAINTENANCEKITS-01.webp
CPFGN,simple,Columbia Graco Powerfill Gooseneck,1,0,0,0,1,,columbia-graco-powerfill-gooseneck-CPFGN-01.webp
CPFP,simple,Columbia X Graco PowerFill 3.5 Loading Pump,3,0,0,0,3,,columbia-x-graco-powerfill-3-5-loading-pump-CPFP-01.webp|columbia-x-graco-powerfill-3-5-loading-pump-CPFP-02.webp|columbia-x-graco-powerfill-3-5-loading-pump-CPFP-03.webp
CR,simple,Columbia Inside Corner Roller,2,0,2,0,0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-corner-roller-PT-CR-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-inside-corner-roller-PT-CR-02.webp,
CR12,simple,Columbia Swivel Coupling Pin,1,0,0,0,1,,columbia-swivel-coupling-pin-CR12-01.webp
CR6,simple,Columbia Handle Mounting Swivel,2,0,0,0,2,,columbia-handle-mounting-swivel-CR6-01.webp|columbia-handle-mounting-swivel-CR6-02.webp
CRA2,simple,Corner Roller Wheel Maintenance Kit,1,0,0,0,1,,columbia-corner-roller-wheel-maintenance-kit-CRA2-01.webp
CS,simple,Columbia Sander Head,3,0,0,0,3,,columbia-sander-head-CS-01.webp|columbia-sander-head-CS-02.webp|columbia-sander-head-CS-03.webp
CSH,simple,Sander Head – CSH,3,0,0,0,3,,columbia-sander-head-CS-01.webp|columbia-sander-head-CS-02.webp|columbia-sander-head-CS-03.webp
CT1,simple,Columbia Taper Head Casting,2,0,0,0,2,,columbia-taper-head-casting-CT1-01.webp|columbia-taper-head-casting-CT1-02.webp
CT10,simple,Columbia Taper Crimping Arm Bushing Right,1,0,0,0,1,,columbia-taper-crimping-arm-bushing-right-CT10-01.webp
CT103,simple,Columbia Taper Barrel Main Body,1,0,0,0,1,,columbia-taper-barrel-main-body-CT103-01.webp
CT105,simple,Columbia Taper Crimper Lever,1,0,0,0,1,,columbia-taper-crimper-lever-CT105-01.webp
CT106,simple,Columbia Taper Bearing Shaft,2,0,0,0,2,,columbia-taper-bearing-shaft-CT106-01.webp|columbia-taper-bearing-shaft-CT106-02.webp
CT107,simple,Columbia Taper Piston Body,2,0,0,0,2,,columbia-taper-piston-body-CT107-01.webp|columbia-taper-piston-body-CT107-02.webp
