"Brands","Name","SKU","MPN","Description","Additional Information","Categories","Weight (lbs)","Length (in)","Width (in)","Height (in)","Images"
"TapeTech","14"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel","TGP140565-PS","TGP140565-PS","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels. This makes them a great choice for finishing Pools, Drywall, Plaster, Stucco, Concrete and EIFS.","Weight: 0.97 lbs | Dimensions: 3 × 5 × 14 in","Taping Knives & Trowels","0.97","3","5","14","https://tapetech.com/wp-content/uploads/2024/10/TGP140565-PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/TGP140565-PS_003.jpg"
"TapeTech","14"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip","TG140565-PS","TG140565-PS","TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.","Weight: 1.01 lbs | Dimensions: 3 × 5 × 14 in","Taping Knives & Trowels","1.01","3","5","14","https://tapetech.com/wp-content/uploads/2024/06/18223_TG140565-PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18223_TG140565-PS_003.jpg"
"TapeTech","16"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel","TG16053-PS","TG16053-PS","TapeTech Premium MAXFLEXX finishing trowels provide the highest amount of flexibility and control, producing the ultimate finish on drywall, plaster, EIFS, stucco, concrete, epoxy and micro-cement. Crafted using 0.3 mm European triple-hardened gold stainless steel, these trowels ensure maximum performance and long life. The ProSoft handle is slip-resistant and comfortable to reduce user fatigue. MAX-FLEXX finishing trowels are the perfect tool for the final coat. The blades on the TapeTech MAXFLEXX finishing trowels are attached to the handle mount using a special technology that robotically and precisely welds the rivets to the blade surface. These superior quality stainless steel rivets are then pressed into the handle mount, resulting in the strongest trowels available. Other brands use two-sided tape to attach the blade to the mount.","Weight: 1 lbs | Dimensions: 5 × 5 × 5 in","Taping Knives & Trowels","1","5","5","5","https://tapetech.com/wp-content/uploads/2024/06/18166_TG16053PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18166_TG16053PS_005.jpg | https://tapetech.com/wp-content/uploads/2024/10/18166_TG16053PS_004.jpg | https://tapetech.com/wp-content/uploads/2024/10/18166_TG16053PS_003.jpg | https://tapetech.com/wp-content/uploads/2024/10/18166_TG16053PS_002.jpg"
"TapeTech","16"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel","TG16054-PS","TG16054-PS","TapeTech Premium MIDFLEXX finishing trowels produce a superior finish on drywall, plaster, EIFS, stucco, concrete, epoxy and micro-cement due to the added flexibility of the blade compared to standard trowels. Crafted using 0.4 mm European triple-hardened gold stainless steel, these trowels ensure maximum performance and long life. The ProSoft handle is slip-resistant and comfortable to reduce user fatigue. The blades on the TapeTech MIDFLEXX finishing trowels are attached to the handle mount using a special technology that robotically and precisely welds the rivets to the blade surface. These superior quality stainless steel rivets are then pressed into the handle mount, resulting in the strongest trowels available. Other brands use two-sided tape to attach the blade to the mount.","Weight: 1.15 lbs | Dimensions: 3 × 5 × 16 in","Taping Knives & Trowels","1.15","3","5","16","https://tapetech.com/wp-content/uploads/2024/06/18170_TG16054PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18170_TG16054PS_005.jpg | https://tapetech.com/wp-content/uploads/2024/10/18170_TG16054PS_004.jpg | https://tapetech.com/wp-content/uploads/2024/10/18170_TG16054PS_003.jpg | https://tapetech.com/wp-content/uploads/2024/10/18170_TG16054PS_002.jpg"
"TapeTech","16"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel","TGP160565-PS","TGP160565-PS","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels. This makes them a great choice for finishing Pools, Drywall, Plaster, Stucco, Concrete and EIFS.","Weight: 1.12 lbs | Dimensions: 3 × 5 × 16 in","Taping Knives & Trowels","1.12","3","5","16","https://tapetech.com/wp-content/uploads/2024/10/TGP160565-PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/TGP160565-PS_003.jpg"
"TapeTech","16"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip","TG160565-PS","TG160565-PS","TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.","Weight: 1.21 lbs | Dimensions: 3 × 5 × 16 in","Taping Knives & Trowels","1.21","3","5","16","https://tapetech.com/wp-content/uploads/2024/06/18224_TG160565-PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18224_TG160565-PS_003.jpg"
"TapeTech","18"" x 4.3"" Premium Gold Stainless Steel Finishing Trowel","TG18053-PS","TG18053-PS","TapeTech Premium MAXFLEXX finishing trowels provide the highest amount of flexibility and control, producing the ultimate finish on drywall, plaster, EIFS, stucco, concrete, epoxy and micro-cement. Crafted using 0.3 mm European triple-hardened gold stainless steel, these trowels ensure maximum performance and long life. The ProSoft handle is slip-resistant and comfortable to reduce user fatigue. MAX-FLEXX finishing trowels are the perfect tool for the final coat. The blades on the TapeTech MAXFLEXX finishing trowels are attached to the handle mount using a special technology that robotically and precisely welds the rivets to the blade surface. These superior quality stainless steel rivets are then pressed into the handle mount, resulting in the strongest trowels available. Other brands use two-sided tape to attach the blade to the mount.","Weight: 1 lbs | Dimensions: 5 × 5 × 5 in","Taping Knives & Trowels","1","5","5","5","https://tapetech.com/wp-content/uploads/2024/06/18167_TG18053PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18167_TG18053PS_005.jpg | https://tapetech.com/wp-content/uploads/2024/10/18167_TG18053PS_004.jpg | https://tapetech.com/wp-content/uploads/2024/10/18167_TG18053PS_003.jpg | https://tapetech.com/wp-content/uploads/2024/10/18167_TG18053PS_002.jpg"
"TapeTech","18"" x 4.7"" Premium Gold Stainless Steel Finishing Trowel","TG18054-PS","TG18054-PS","TapeTech Premium MIDFLEXX finishing trowels produce a superior finish on drywall, plaster, EIFS, stucco, concrete, epoxy and micro-cement due to the added flexibility of the blade compared to standard trowels. Crafted using 0.4 mm European triple-hardened gold stainless steel, these trowels ensure maximum performance and long life. The ProSoft handle is slip-resistant and comfortable to reduce user fatigue. The blades on the TapeTech MIDFLEXX finishing trowels are attached to the handle mount using a special technology that robotically and precisely welds the rivets to the blade surface. These superior quality stainless steel rivets are then pressed into the handle mount, resulting in the strongest trowels available. Other brands use two-sided tape to attach the blade to the mount.","Weight: 1.3 lbs | Dimensions: 3 × 5 × 18 in","Taping Knives & Trowels","1.3","3","5","18","https://tapetech.com/wp-content/uploads/2024/06/18171_TG18054PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18171_TG18054PS_005.jpg | https://tapetech.com/wp-content/uploads/2024/10/18171_TG18054PS_004.jpg | https://tapetech.com/wp-content/uploads/2024/10/18171_TG18054PS_003.jpg | https://tapetech.com/wp-content/uploads/2024/10/18171_TG18054PS_002.jpg"
"TapeTech","18"" x 4.7"" Premium Gold Stainless Steel Rounded Front Pool Trowel","TGP180565-PS","TGP180565-PS","TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels. This makes them a great choice for finishing Pools, Drywall, Plaster, Stucco, Concrete and EIFS.","Weight: 1.19 lbs | Dimensions: 3 × 5 × 18 in","Taping Knives & Trowels","1.19","3","5","18","https://tapetech.com/wp-content/uploads/2024/10/TGP180565-PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/TGP180565-PS_003.jpg"
"TapeTech","18"" x 5"" Premium Gold Stainless Steel Finishing Trowel - ProSoft Grip","TG180565-PS","TG180565-PS","TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.","Weight: 1.28 lbs | Dimensions: 3 × 5 × 18 in","Taping Knives & Trowels","1.28","3","5","18","https://tapetech.com/wp-content/uploads/2024/06/18225_TG180565-PS_001.jpg | https://tapetech.com/wp-content/uploads/2024/10/18225_TG180565-PS_003.jpg"
"TapeTech","EEX275135 2.75"" 135 Outside Corner Edger","EEX275135","EEX275135","TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.","Weight: 0.6 lbs | Dimensions: 2.75 × 2.75 × 7 in","Taping Knives & Trowels","0.6","2.75","2.75","7","https://tapetech.com/wp-content/uploads/2024/10/EEX275135_001.jpg"
"TapeTech","2"" Premium Inside Corner Compound Roller with Frame","CROLL02","CROLL02","TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. The 2"" compound roller is perfect for applying joint compound to internal corners prior to using a corner flusher or finisher. This roller includes a specially designed extended roller frame; the roller is not replaceable. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.","Weight: 1 lbs | Dimensions: 3 × 3 × 2 in","Taping Knives & Trowels","1","3","3","2","https://tapetech.com/wp-content/uploads/2024/11/18455_CROLL02_001.jpg | https://tapetech.com/wp-content/uploads/2024/11/18455_CROLL02_002.jpg | https://tapetech.com/wp-content/uploads/2024/11/18455_CROLL02_003.jpg | https://tapetech.com/wp-content/uploads/2024/11/18455_CROLL02_004.jpg | https://tapetech.com/wp-content/uploads/2024/11/18455_CROLL02_005.jpg"
