"Brands","Type","SKU","MPN","Name","Short description","Description","Weight (lbs)","Length (in)","Width (in)","Height (in)","Categories","Tags","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 2 name","Attribute 2 value(s)"
"Columbia Taping Tools","simple","FA261","FA261","Columbia 8-32 X 3/8"" Socket Hd Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 8-32 X 3/8"" Socket Hd Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA261.","<p class=""part-desc""><strong>Columbia 8-32 X 3/8"" Socket Hd Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA261</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA261</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA261, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa261.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA262","FA262","Columbia 8-32 X 1/2"" Socket Hd. Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 8-32 X 1/2"" Socket Hd. Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA262.","<p class=""part-desc""><strong>Columbia 8-32 X 1/2"" Socket Hd. Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA262</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA262</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA262, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa262.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA266","FA266","Columbia 8-32 X 1"" Flat Head Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 8-32 X 1"" Flat Head Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA266.","<p class=""part-desc""><strong>Columbia 8-32 X 1"" Flat Head Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA266</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA266</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA266, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa266.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA267","FA267","Columbia 8-32 X 1/2"" Pan Head Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 8-32 X 1/2"" Pan Head Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA267.","<p class=""part-desc""><strong>Columbia 8-32 X 1/2"" Pan Head Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA267</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA267</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA267, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa267.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA268","FA268","Columbia #10 Flat Washer","Genuine Columbia Taping Tools OEM washer &mdash; Columbia #10 Flat Washer. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA268.","<p class=""part-desc""><strong>Columbia #10 Flat Washer</strong> is a genuine OEM washer for Columbia Taping Tools automatic taping systems. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>FA268</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA268</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA268, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa268.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA270","FA270","Columbia #10 X 3/4"" Fender Washer","Genuine Columbia Taping Tools OEM washer &mdash; Columbia #10 X 3/4"" Fender Washer. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA270.","<p class=""part-desc""><strong>Columbia #10 X 3/4"" Fender Washer</strong> is a genuine OEM washer for Columbia Taping Tools automatic taping systems. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>FA270</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA270</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA270, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa270.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA273","FA273","Columbia 10-24 X 1"" Hex Bolt","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 10-24 X 1"" Hex Bolt. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA273.","<p class=""part-desc""><strong>Columbia 10-24 X 1"" Hex Bolt</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA273</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA273</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA273, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa273.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA274","FA274","Columbia 10-24 X 3/8"" Socket Hd Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 10-24 X 3/8"" Socket Hd Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA274.","<p class=""part-desc""><strong>Columbia 10-24 X 3/8"" Socket Hd Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA274</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA274</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA274, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa274.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA275","FA275","Columbia 10-24 X 3/4"" Hex Bolt","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 10-24 X 3/4"" Hex Bolt. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA275.","<p class=""part-desc""><strong>Columbia 10-24 X 3/4"" Hex Bolt</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA275</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA275</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA275, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa275.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA276","FA276","Columbia 10-24 X 7/8 Pan Head Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 10-24 X 7/8 Pan Head Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA276.","<p class=""part-desc""><strong>Columbia 10-24 X 7/8 Pan Head Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA276</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA276</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA276, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa276.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA278","FA278","Columbia #8 Belleville Washer","Genuine Columbia Taping Tools OEM washer &mdash; Columbia #8 Belleville Washer. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA278.","<p class=""part-desc""><strong>Columbia #8 Belleville Washer</strong> is a genuine OEM washer for Columbia Taping Tools automatic taping systems. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>FA278</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA278</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA278, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa278.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA279","FA279","Columbia 10-24 X 1-1/4in Hex Bolt","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 10-24 X 1-1/4in Hex Bolt. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA279.","<p class=""part-desc""><strong>Columbia 10-24 X 1-1/4in Hex Bolt</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA279</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA279</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA279, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa279.webp","","Brand","Columbia Taping Tools","",""
