Brands,SKU,MPN,Name,Description,Short description,Categories
Columbia Taping Tools,FLATBOXHANDLE,FLATBOXHANDLE,Flat Box Handle,"<p>The Columbia 180 degree Grip Flat Box Handle is a 1 and 1/4″ thick design pipe. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Flat Box Handle is not only the lightest on the market, but also the strongest, ensuring a long life.</p> <p>The 180 degree Grip allows for continuous breaking over the entire range of motion – a complete 180 degrees. This ensures that you never lose your grip when adjusting your position. Extra strong aluminum design for years of rugged use.</p> <h4>Features:</h4> <ul> <li>180 degree grip allows for continuous breaking</li> <li>Handmade from U.S. billet aluminum and<br /> steel components</li> <li>Comes in 3ft, 42″, 4ft, 5ft and 6ft</li> <li>Machined in our state of the art facility in Canada</li> <li>Hard anodized tube</li> <li>Comfort grips</li> <li>Thickest, strongest and lightest handle on the market</li> </ul> <h4>DOWNLOADS:</h4> <p><br /> <br /> </p>","The Columbia 180 degree Grip Flat Box Handle is a 1 and 1/4″ thick design pipe. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re…",Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,FMH,FMH,Columbia L-Trim Mud Applicator Head,"<p>Proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p> <h4>Features:</h4> <ul> <li>Quick release clip</li> <li>Channeled grooves for evenly dispersed mud and controlled flow</li> <li>Long lasting, durable and strong</li> <li>Machined using top quality Ultra High Molecular Weight materials</li> <li>Machined in our state of the art facility in Canada</li> </ul>","Proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durabl...",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,HANDLEMAINTENANCEKITS,HANDLEMAINTENANCEKITS,Handle Maintenance Kits,<p>Handle Maintenance Kits by Columbia Tools.</p>,Handle Maintenance Kits by Columbia Tools.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,HMP,HMP,Columbia Mud Pump (Top Disconnect),"<p>What a workhorse this tool is. Built to perform in the toughest environment, our pump smoothly and quickly fills your tools. With a 20 degree angle, the handle acts as a lever and keeps the operator from having to reach as far as other models on the market.</p> <h4>FEATURES:</h4> <ul> <li>20 degree angled handle makes pumping easier and more comfortable</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul> <h4>DOWNLOADS:</h4> <p><br /> <br /> <br /> <br /> <br /> <br /> <br /> </p>","What a workhorse this tool is. Built to perform in the toughest environment, our pump smoothly and quickly fills your tools. With a 20 degree angle...",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,IA90,IA90,Columbia 90 Inside Plastic Applicator,"<p>Proportionate grooves give you a consistent mud distribution on the 90 degree inside angle and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p> <h4>Features:</h4> <ul> <li>Available in Inside 90&deg; angle</li> <li>Quick release clip</li> <li>Channeled grooves for evenly dispersed mud and controlled flow</li> <li>Long lasting, durable and strong</li> <li>Machined using top quality Ultra High Molecular Weight materials</li> <li>Machined in our state of the art facility in Canada</li> </ul>","Proportionate grooves give you a consistent mud distribution on the 90 degree inside angle and speeds up the pre-filling process. Made out of UHMW,...",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,ICA,ICA,Inside Corner Applicator,<p>Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs.</p> <h4>FEATURES:</h4> <ul> <li>The one way model is offered with two wheels or four wheels</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>,Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs. FEATURES:…,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,ICA21,ICA21,Columbia 2 Wheel Inside Corner Applicator,<p>Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs.</p>,Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall...,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,ICA41,ICA41,Columbia 4 Wheel Inside Corner Applicator,<p>Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs.</p>,Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall...,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,ICATW,ICATW,Columbia Two Way Internal Corner Applicator,<p>Columbia Two Way Internal Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall.</p> <h4>FEATURES:</h4> <ul> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>,Columbia Two Way Internal Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide alon...,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,ITC-K,ITC-K,Inside Track Conversion Kits,"<p>Columbia offers the widest range of high quality Flat Boxes in the world. From our 5.5&rdquo; specialty box to our 14&rdquo;, they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push.</p> <p>Use this kit to convert any box (with the exception of automatic boxes) from a regular axel box to an inside track box. Best used on hard to finish areas like bead, butt joints that aren’t fully dry and ceiling pot lights, this box is sure to make your tricky areas much simpler. We are very proud to get this feedback and will make sure that every Flat Box we make exceeds your expectations.</p> <h4>FEATURES:</h4> <ul> <li>Available for 5.5″, 7″,&nbsp; 8″, 10″, 12″ and 14″ sizes</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Not available on automatic boxes</li> </ul> <h4>DOWNLOADS:</h4> <p></p>","Columbia offers the widest range of high quality Flat Boxes in the world. From our 5.5” specialty box to our 14”, they are all star performers. Well-built and fine-tuned to offer great flat joints…",Drywall Finishing Tools > Columbia Taping Tools > Finishing Boxes
Columbia Taping Tools,MH,MH,Columbia Matrix Extendable Flat Box Handle,"<p>The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you&rsquo;re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.</p>","The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box....",Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MH17,MH17,Columbia Matrix Pinch Brake,<p>Columbia Matrix Pinch Brake</p>,Columbia Matrix Pinch Brake...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MH21,MH21,Columbia Matrix Grip Adjuster Housing,<p>Columbia Matrix Grip Adjuster Housing</p>,Columbia Matrix Grip Adjuster Housing...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MH24,MH24,Columbia Matrix Pinch Brake Bushing,<p>Columbia Matrix Pinch Brake Bushing</p>,Columbia Matrix Pinch Brake Bushing...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MH25,MH25,Columbia Matrix Pinch Brake Stem,<p>Columbia Matrix Pinch Brake Stem</p>,Columbia Matrix Pinch Brake Stem...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MH9,MH9,CTTMH9,<p>Columbia Matrix Pinch Brake Rod</p>,Columbia Matrix Pinch Brake Rod...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MHL,MHL,Columbia Matrix XL Extendable Flat Box Handle,"<p>The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you&rsquo;re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.</p>","The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box....",Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MHS,MHS,Columbia Matrix 29-39&#34; Extendable Flat Box Handle,"<p>The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you&rsquo;re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life.</p>","The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box....",Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,MPR1,MPR1,Columbia Mud Pump Maintenance Kit,<p>Columbia Mud Pump Maintenance Kit</p>,Columbia Mud Pump Maintenance Kit...,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,MUDPANS,MUDPANS,Mud Pans,"<p><strong>Order now to be ready for the Launch on December 15, 2024!</strong></p> <p>Introducing the Columbia Mud Pan&mdash;the first in our new line of premium hand tools, designed for professionals who demand durability, comfort, and performance. Crafted from heavy-gauge stainless steel, this mud pan is built to withstand the toughest tasks, while its watertight, laser-welded seams ensure long-lasting reliability. With tapered ends and sides for a secure grip, this tool is ready to handle any job with ease. Plus, every Columbia Mud Pan comes with a free soft, non-slip rubber grip for enhanced comfort and ease of use.</p> <p>Now available in three convenient sizes&mdash;12″, 14″, and 16″&mdash;there&rsquo;s a Columbia Mud Pan perfect for any project. The mud pans are sold in packs of 6 to dealers, but you have the flexibility to sell them individually to your customers.</p> <p><strong>Lifetime Warranty:</strong></p> <p>We stand by the quality and craftsmanship of our products. Each Columbia Mud Pan is backed by a lifetime warranty, ensuring you can rely on it for years of hard work.</p> <p><strong>Key Features:</strong></p> <ul> <li>Heavy-Gauge Stainless Steel: Engineered for strength and longevity, this mud pan resists wear and tear for reliable, long-term use.</li> <li>Watertight Laser-Welded Seams: Prevents leaks, even under heavy-duty conditions, for consistent performance.</li> <li>Comfortable Grip: Tapered ends and sides provide a secure, ergonomic hold for better control and comfort.</li> <li>Straight Edges: Ideal for wiping joint knives clean, ensuring a mess-free and efficient work process.</li> <li>Complimentary Rubber Grip: Every Columbia Mud Pan comes with a FREE soft, non-slip rubber grip for enhanced comfort and ease of use&mdash;adding even more value to this already premium tool.</li> <li>Available in 12″, 14″, and 16″ Sizes: Choose the right size for your specific needs and project requirements.</li> </ul> <p class=""last-child"">The Columbia Mud Pan&mdash;designed for pros, built to last. Available for order now.</p> <p><strong>Individual Part Numbers:</strong></p> <p>12&rdquo; Columbia Mud Pan 6 Pack – C12MP-6</p> <p>14&rdquo; Columbia Mud Pan 6 Pack – C14MP-6</p> <p>16&rdquo; Columbia Mud Pan 6 Pack- C16MP-6</p>","Order now to be ready for the Launch on December 15, 2024! Introducing the Columbia Mud Pan—the first in our new line of premium hand tools, designed for professionals who demand durability, comfort,…",Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,MUDPUMPMAINTENANCEKIT,MUDPUMPMAINTENANCEKIT,Mud Pump Maintenance Kit,<p>Mud Pump Maintenance Kit by Columbia Tools.</p>,Mud Pump Maintenance Kit by Columbia Tools.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,NAILSPOTTERMAINTENANCEKITS,NAILSPOTTERMAINTENANCEKITS,Nailspotter Maintenance Kits,<p>Nailspotter Maintenance Kits by Columbia Tools.</p>,Nailspotter Maintenance Kits by Columbia Tools.,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,OA90,OA90,Columbia Outside 90 Mud Head,"<p>Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p>",Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHM...,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,ONEPIECEPUTTYKNIVESCOPY,ONEPIECEPUTTYKNIVESCOPY,Taping Knives,"<p>Columbia Tools is proud to launch our all-new&nbsp;<strong>Columbia Taping Knives</strong>&nbsp;&ndash; crafted for professionals who demand speed, precision, comfort, and durability on every job.</p> <p><strong>Stainless for the price of Carbon</strong></p> <p>Competitively priced, these stainless steel knives offer unbeatable value&mdash;comparable to the cost of carbon steel.</p> <h3 style=""text-align: center;"">Key Features:</h3> <ul class=""last-child""> <li>Our medium-flex&nbsp;<strong>stainless steel blades</strong>&nbsp;glide smoothly across the surface, delivering consistent coats and faster finishing with less fatigue.</li> <li>Rubberized<strong>&nbsp;comfort grip handle</strong>&nbsp;is shaped to give you maximum control and minimal strain, with the most comfort.</li> <li><strong>Each handle is double-riveted to a heavy-gauge aluminum back plate</strong>, then over molded for rugged strength and a clean, professional look.</li> <li>Built with high-performance materials and field-tested design &ndash; these knives are ready to handle the toughest sites and the longest days.</li> </ul> <h3 class=""mcePastedContent"" style=""text-align: center;"">Available Sizes &amp; Part #:</h3> <p class="""">8&rdquo; Columbia Taping Knife – CTK8</p> <p class="""">10&rdquo; Columbia Taping Knife – CTK10<br /> 12&rdquo; Columbia Taping Knife – CTK12<br /> 14&rdquo; Columbia Taping Knife – CTK14</p>","Columbia Tools is proud to launch our all-new Columbia Taping Knives – crafted for professionals who demand speed, precision, comfort, and durability on every job. Stainless for the price of Carbon…",Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
Columbia Taping Tools,OUTSIDE90GROOVEDMUDHEADS,OUTSIDE90GROOVEDMUDHEADS,Outside 90 Grooved Mud Heads,"<p>(OA90 &amp; OA90-325)</p> <p>Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p> <h4>Features:</h4> <ul> <li>Available in Outside 90&deg; angle</li> <li>OA90-325 for 325 No-Coat</li> <li>Quick release clip</li> <li>Channeled grooves for evenly dispersed mud and controlled flow</li> <li>Long lasting, durable and strong</li> <li>Machined using top quality Ultra High Molecular Weight materials</li> <li>Machined in our state of the art facility in Canada</li> </ul>","(OA90 & OA90-325) Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes…",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,PC1H,PC1H,Columbia Predator One Handle,<p>Columbia Predator One Handle</p>,Columbia Predator One Handle...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,PC1HEXT,PC1HEXT,Columbia 3-5&#39; Predator One  Extendable Handle,<p>Columbia 3-5' Predator One Extendable Handle</p>,Columbia 3-5' Predator One Extendable Handle...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,PCHXL,PCHXL,Columbia 4-8&#39; Predator Long Extendable Handle,<p>Columbia 4-8' Predator Long Extendable Handle</p>,Columbia 4-8' Predator Long Extendable Handle...,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,PCLT42,PCLT42,Columbia 42&#34; Predator Cam Lock Tube,"<p>Columbia 42"" Predator Cam Lock Tube</p>","Columbia 42"" Predator Cam Lock Tube...",Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions
Columbia Taping Tools,PCMT42,PCMT42,Columbia 42&#34; Predator Compound Tube,"<p>Columbia 42"" Predator Compound Tube</p>","Columbia 42"" Predator Compound Tube...",Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories
Columbia Taping Tools,PDDM,PDDM,Columbia Phantom Dustless Drywall Sander,"<p>The Columbia Phantom DDM Sander incorporates all of the industries preferred functionality in a beautifully machine billet body. This commercial grade dustless sander works with any vacuum with a 1.5″ inlet and collects 99% of dust! The Phantom comes with the all billet aluminum sanding head, the 30 ft hose, and the extendible (26″ to 46″) pole.</p> <h4>Features:</h4> <ul> <li>All billet aluminum head</li> <li>Handle adaptor rotates 360</li> <li>Comes with 30 ft hose</li> <li>Comes with extendible (26″ to 46″) handle</li> <li>Billet machined in our state of the art facility in Canada</li> </ul>",The Columbia Phantom DDM Sander incorporates all of the industries preferred functionality in a beautifully machine billet body. This commercial gr...,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts
