"sku","name","brand","description","features","price","image"
"CLT32","Columbia 32"" Cam-Lock Compound Mud Tube","Columbia Taping Tools","The Columbia 32"" Cam Lock Tube is so simple to use, we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a fire hose. Columbia Compound Tubes work with all brands of Angle Heads, Corner Bead Heads, and Direct Corner Flushers.","Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. | Features: | Brass cams on a stainless steel lock ring | Quick remove bottom for complete cleaning | Hand made from U.S. aluminum and steel components | Machined in our state of the art facility in Canada","268.21","https://drywalltoolbox.com/brands/Columbia/clt32.webp"
"ICA4-1","Columbia Inside Corner Applicator 4 Wheels","Columbia Taping Tools","Columbia Inside 4 Wheel Corner Applicator","Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs. | Features: | The one way model is offered with two wheels or four wheels | Hand made from U.S. aluminum and steel components | Machined in our state of the art facility in Canada","85.44","https://drywalltoolbox.com/brands/Columbia/ica4-1.webp"
"TSB-40","Columbia 40"" Tomahawk Smoothing Blade","Columbia Taping Tools","The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade.","Columbia 40"" Tomahawk Smoothing Blade","151.41","https://drywalltoolbox.com/brands/Columbia/tsb-40.webp"
"PMH","Columbia 40""-58"" Predator Matrix Box Handle","Columbia Tools","Columbia 40""-58"" Predator Matrix Box Handle","Columbia 40""-58"" Predator Matrix Box Handle","","scraped_results\images\PMH_0.webp"
"AH8A","Short Center Clip","Columbia Taping Tools","AH8A - Short Center Clip","Columbia Angle Head Retainer Clip","","https://drywalltoolbox.com/brands/Columbia/ah8a.webp"
"BH2","Box Handle 180 Grip Plate","Columbia Taping Tools","Box Handle 180 Grip Plate - BH2","Columbia Box Handle Plate (180 Grip)","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CTA-87","Columbia Cover Plate Assembly","Columbia Taping Tools","Columbia Cover Plate Assembly - CTA87","Columbia Cover Plate Assembly","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"MHS","Columbia Short Matrix Flat Box Handle 29""-39""","Columbia Taping Tools","This newMatrix Handle from Columbiais lightweight and all mechanical. With a 90 degree grip, the Matrix handles give you increased control over your box. These handles are durable and extremely long-lasting, all while maintaining the comfort and ease of use that you're used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handles are made of all billet aluminum, ensuring a long life.","The Columbia Matrix Flat Box Handle is lightweight and all mechanical. With a 90 degree grip, the Matrix gives you increased control over your box. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Matrix mechanical flat box handle is made of all billet aluminum, ensuring a long life. | Features: | Now available in 3 sizes! | Fully mechanical brake | 90 degree grip allows for better control over the box | First Flat Box Handle handmade solely from U.S. billet aluminum | Sizes extend: 29″ to 39″ (MHS), 40″ to 60″ (MH), and 56″ to 76″ (MHL) | Machined in our state of the art facility in Canada | Ergonomic handle grip for easy brake pressure | Fits all Flat Box brands","340.67","https://drywalltoolbox.com/brands/Columbia/mhs.webp"
"MPR-1","Columbia Mud Pump Maintenacne Kit","Columbia Taping Tools","Columbia Mud Pump Maintenacne Kit","Columbia Mud Pump Maintenance Kit","","https://drywalltoolbox.com/brands/Columbia/mpr-1.webp"
"OA90","Columbia Tools Drywall Outside Corner Bead Mud Applicator","Columbia Taping Tools","Proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.","Proportionate grooves give you a consistent mud distribution on the 90 degree outside angles and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market. | Features: | Available in Outside 90° angle | OA90-325 for 325 No-Coat | Quick release clip | Channeled grooves for evenly dispersed mud and controlled flow | Long lasting, durable and strong | Machined using top quality Ultra High Molecular Weight materials | Machined in our state of the art facility in Canada","91.93","https://drywalltoolbox.com/brands/Columbia/oa90.webp"
"SB2-12","Columbia Replacement 12"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 12"" Blade for Tomahawk","Columbia Replacement 12"" Blade for Tomahawk","","https://drywalltoolbox.com/brands/Columbia/sb2-12.webp"
"SB2-24","Columbia Replacement 24"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 24"" Blade for Tomahawk","Columbia Replacement 24"" Blade for Tomahawk","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"SB2-32","Columbia Replacement 32"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 32"" Blade for Tomahawk","Columbia Replacement 32"" Blade for Tomahawk","","https://drywalltoolbox.com/brands/Columbia/sb2-32.webp"
"BF","Columbia Box Filler","Columbia Taping Tools","Columbia Box Fillers are designed to fit on all major brands of compound pumps. Used to fill flat boxes, angle boxes and nail spotters.","Available for both our regular and Tallboy pumps, these aluminum and stainless steel attachments are tough and effective. The Box Filler makes filling your Flat Boxes, Nail Spotters and Corner Boxes a dream. | Features: | Attaches to either Columbia Mud Pump to fill boxes | Hand made from U.S. billet aluminum and steel components | Machined in our state of the art facility in Canada","75.71","https://drywalltoolbox.com/brands/Columbia/bf.webp"
"TBMP","Columbia Tall Boy Loading Pump","Columbia Taping Tools","Columbia XL Tall Boy Mud Pump is a pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time.","We are very proud to offer this tool. After using it, people agree they would never go back to the standard pump again. The Tallboy is a mud pump that will allow you to stand upright while filling your tools. The extra height also allows for use in a 30 gallon pale for those who want to cut down on mixing time. | Features: | Ergonomically superior | 20 degree angled handle makes pumping easier and more comfortable | User can see when taper is full when using goose neck | Saves physical stress and energy | Moveable bracket to fit all 5 gallon pails","492.08","https://drywalltoolbox.com/brands/Columbia/tbmp.webp"
