Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,In stock?,Categories,Tags,Brands,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),meta:product_family,meta:model,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_robots,meta:seo_focus_keyword,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variable,CLASSIC-FLAT-BOX-REPAIR-PARTS,,level-5-flat-box-repair-parts,Level5 Flat Box Repair Parts,1,visible,"7"" Flat Box Seal","<p><strong>7"" Flat Box Seal</strong></p> <ul> <li> <p>1 -8271-7"" Flat Box Seal</p> </li> </ul> <p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p> <p><strong>10"" Flat Box Seal</strong></p> <ul> <li> <p>1 -8270 10"" Flat Box Seal</p> </li> </ul> <p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box</p> <p><strong>12"" Flat Box Seal</strong></p> <ul> <li>1 -8272 12"" Flat Box Seal</li> </ul> <p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box</p> <p><strong>Flat Box Repair Kit</strong></p> <ul> <li> <p>2 -7119 Bearing</p> </li> <li> <p>2 -8301 #10-32 HH Shoulder Screw</p> </li> <li> <p>2 -7177 #10 Brass Washer</p> </li> <li> <p>4 -7685 O'Ring Wheel</p> </li> <li> <p>2 -7719 Box Wheel</p> </li> </ul> <p>Used for All Classic Flat Box/All Classic MEGA Flat Box</p> <p><strong>7"" Flat Box Axle Assembly</strong></p> <ul> <li> <p>2 -7385 O'Ring Wheel</p> </li> <li> <p>2 -7719 Red Box Wheel</p> </li> <li> <p>3 -8301 #10-32 x 1"" SCH Screw</p> </li> <li> <p>2 -7177 #10 Brass Washer</p> </li> <li> <p>1 -7178 #14 Brass Washer</p> </li> <li> <p>1 -8302 10-32 Lock Nut</p> </li> <li> <p>3 -7119 Bearing</p> </li> <li> <p>1 -8281 7"" Axle</p> </li> </ul> <p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p> <p><strong>10"" Flat Box Axle Assembly</strong></p> <ul> <li> <p>2 -7385 O'Ring Wheel</p> </li> <li> <p>2 -7719 Red Box Wheel</p> </li> <li> <p>3 -8301 #10-32 x 1"" SCH Screw</p> </li> <li> <p>2 -7177 #10 Brass Washer</p> </li> <li> <p>1 -7178 #14 Brass Washer</p> </li> <li> <p>1 -8302 10-32 Lock Nut</p> </li> <li> <p>3 -7119 Bearing</p> </li> <li> <p>1 -8280 10"" Axle</p> </li> </ul> <p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box<br/></p> <p><strong>12"" Flat Box Axle Assembly</strong></p> <ul> <li> <p>2 -7385 O'Ring Wheel</p> </li> <li> <p>2 -7719 Red Box Wheel</p> </li> <li> <p>3 -8301 #10-32 x 1"" SCH Screw</p> </li> <li> <p>2 -7177 #10 Brass Washer</p> </li> <li> <p>1 -7178 #14 Brass Washer</p> </li> <li> <p>1 -8302 10-32 Lock Nut</p> </li> <li> <p>3 -7119 Bearing</p> </li> <li> <p>1 -8282 12"" Axle</p> </li> </ul> <p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box<br/></p> <p><strong>5 Pack 7"" Flat Box Blade</strong></p> <ul> <li> <p>5 -7207 7"" Flat Box Blade</p> </li> </ul> <p>Used for 4-784 7"" Classic Flat Box /4-787 7"" Classic MEGA Flat Box</p> <p><strong>5 Pack 10"" Flat Box Blade</strong></p> <ul> <li> <p>5 -7254 10"" Flat Box Blade</p> </li> </ul> <p>Used for 4-785 10"" Classic Flat Box /4-788 10"" Classic MEGA Flat Box</p> <p><strong>5 Pack 12"" Flat Box Blade</strong></p> <ul> <li> <p>5 -7270 12"" Flat Box Blade</p> </li> </ul> <ul></ul> <p>Used for 4-786 12"" Classic Flat Box /4-789 12"" Classic MEGA Flat Box</p> <p><strong>7"" Brass Flat Box Repair Kit</strong></p> <ul> <li> <p>3 -7207 Blade</p> </li> <li> <p>2 -7224 Repair Clip</p> </li> <li> <p>1 -7239 Left Skid</p> </li> <li> <p>1 -7212 Right Skid</p> </li> </ul> <ul></ul> <p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p> <p><strong>10"" Brass Flat Box Repair Kit</strong></p> <ul> <li> <p>3 -7254 Blade</p> </li> <li> <p>2 -7224 Repair Clip</p> </li> <li> <p>1 -7239 Left Skid</p> </li> <li> <p>1 -7212 Right Skid</p> </li> </ul> <p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box</p> <p><strong>12"" Brass Flat Box Repair Kit</strong></p> <ul> <li> <p>3 -7270 Blade</p> </li> <li> <p>2 -7224 Repair Clip</p> </li> <li> <p>1 -7239 Left Skid</p> </li> <li> <p>1 -7212 Right Skid</p> </li> </ul> <ul></ul> <p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box</p> <p><strong>7"" Brass Blade Holder Assembly</strong></p> <ul> <li> <p>1 -7208 7"" Brass Blade Holder Assembly</p> </li> </ul> <p>Used for 4-784 7"" Classic Flat Box/4-787 7"" Classic MEGA Flat Box</p> <p><strong>10"" Brass Blade Holder Assembly</strong></p> <ul> <li> <p>1 -7267 10"" Brass Blade Holder Assembly</p> </li> </ul> <p>Used for 4-785 10"" Classic Flat Box/4-788 10"" Classic MEGA Flat Box</p> <p><strong>12"" Brass Blade Holder Assembly</strong></p> <ul> <li> <p>1 -7284 12"" Brass Blade Holder Assembly</p> </li> </ul> <p>Used for 4-786 12"" Classic Flat Box/4-789 12"" Classic MEGA Flat Box</p>",,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,,0,Part Number,"4-805 - 7"" Flat Box Seal | 4-806 - 10"" Flat Box Seal | 4-807 - 12"" Flat Box Seal | 4-808 - Flat Box Wheel Repair Kit | 4-827 - 7"" Flat Box Axle Assembly | 4-828 - 10"" Flat Box Axle Assembly | 4-829 - 12"" Flat Box Axle Assembly | 4-830 - 7"" Flat Box Blade (5 Pack) | 4-831 - 10"" Flat Box Blade (5 Pack) | 4-832 - 12"" Flat Box Blade (5 Pack) | 4-833 - 7"" Flat Box Repair Kit | 4-834 - 10"" Brass Flat Box Repair Kit | 4-835 - 12"" Brass Flat Box Repair Kit",,,Level 5 Flat Box Repair Parts,LVL5-LEVEL-5-CLASSIC-FLAT-BOX-REPAIR-PARTS,"Level 5 Flat Box Repair Parts - [4-805, 4-806, 4-807, 4-808, 4-827, 4-828, 4-829, 4-830, 4-831, 4-832, 4-833, 4-834, 4-835], Level 5, Drywall Finishing Tools > Level 5 > Parts, LVL5-LEVEL-5-CLASSIC-FLAT-BOX-REPAIR-PARTS",Level5 Flat Box Repair Parts -,"7"" Flat Box Seal","index,follow","Level 5 Flat Box Repair Parts - [4-805, 4-806, 4-807, 4-808, 4-827, 4-828, 4-829, 4-830, 4-831, 4-832, 4-833, 4-834, 4-835]",Level 5,"4-805, 4-806, 4-807, 4-808, 4-827, 4-828, 4-829, 4-830, 4-831, 4-832, 4-833, 4-834, 4-835",NewCondition
variation,4-805,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-805-7-flat-box-seal,"Level5 Flat Box Repair Parts -  4-805 - 7"" Flat Box Seal",1,visible,,,38.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,1,Part Number,"4-805 - 7"" Flat Box Seal",,,Level 5 Flat Box Repair Parts,4-805,"Level 5 Flat Box Repair Parts - [4-805], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-805","Level5 Flat Box Repair Parts -  4-805 - 7"" Flat Box Seal",,"index,follow",Level 5 Flat Box Repair Parts - [4-805],Level 5,4-805,NewCondition
variation,4-806,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-806-10-flat-box-seal,"Level5 Flat Box Repair Parts -  4-806 - 10"" Flat Box Seal",1,visible,,,50.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,2,Part Number,"4-806 - 10"" Flat Box Seal",,,Level 5 Flat Box Repair Parts,4-806,"Level 5 Flat Box Repair Parts - [4-806], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-806","Level5 Flat Box Repair Parts -  4-806 - 10"" Flat Box Seal",,"index,follow",Level 5 Flat Box Repair Parts - [4-806],Level 5,4-806,NewCondition
variation,4-807,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-807-12-flat-box-seal,"Level5 Flat Box Repair Parts -  4-807 - 12"" Flat Box Seal",1,visible,,,54.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,3,Part Number,"4-807 - 12"" Flat Box Seal",,,Level 5 Flat Box Repair Parts,4-807,"Level 5 Flat Box Repair Parts - [4-807], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-807","Level5 Flat Box Repair Parts -  4-807 - 12"" Flat Box Seal",,"index,follow",Level 5 Flat Box Repair Parts - [4-807],Level 5,4-807,NewCondition
variation,4-808,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-808-flat-box-wheel-repair-kit,Level5 Flat Box Repair Parts -  4-808 - Flat Box Wheel Repair Kit,1,visible,,,52.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,4,Part Number,4-808 - Flat Box Wheel Repair Kit,,,Level 5 Flat Box Repair Parts,4-808,"Level 5 Flat Box Repair Parts - [4-808], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-808",Level5 Flat Box Repair Parts -  4-808 - Flat Box Wheel Repair Kit,,"index,follow",Level 5 Flat Box Repair Parts - [4-808],Level 5,4-808,NewCondition
variation,4-827,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-827-7-flat-box-axle-assembly,"Level5 Flat Box Repair Parts -  4-827 - 7"" Flat Box Axle Assembly",1,visible,,,111.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,5,Part Number,"4-827 - 7"" Flat Box Axle Assembly",,,Level 5 Flat Box Repair Parts,4-827,"Level 5 Flat Box Repair Parts - [4-827], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-827","Level5 Flat Box Repair Parts -  4-827 - 7"" Flat Box Axle Assembly",,"index,follow",Level 5 Flat Box Repair Parts - [4-827],Level 5,4-827,NewCondition
variation,4-828,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-828-10-flat-box-axle-assembly,"Level5 Flat Box Repair Parts -  4-828 - 10"" Flat Box Axle Assembly",1,visible,,,118.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,6,Part Number,"4-828 - 10"" Flat Box Axle Assembly",,,Level 5 Flat Box Repair Parts,4-828,"Level 5 Flat Box Repair Parts - [4-828], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-828","Level5 Flat Box Repair Parts -  4-828 - 10"" Flat Box Axle Assembly",,"index,follow",Level 5 Flat Box Repair Parts - [4-828],Level 5,4-828,NewCondition
variation,4-829,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-829-12-flat-box-axle-assembly,"Level5 Flat Box Repair Parts -  4-829 - 12"" Flat Box Axle Assembly",1,visible,,,125.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,7,Part Number,"4-829 - 12"" Flat Box Axle Assembly",,,Level 5 Flat Box Repair Parts,4-829,"Level 5 Flat Box Repair Parts - [4-829], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-829","Level5 Flat Box Repair Parts -  4-829 - 12"" Flat Box Axle Assembly",,"index,follow",Level 5 Flat Box Repair Parts - [4-829],Level 5,4-829,NewCondition
variation,4-830,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-830-7-flat-box-blade-5-pack,"Level5 Flat Box Repair Parts -  4-830 - 7"" Flat Box Blade (5 Pack)",1,visible,,,24.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,8,Part Number,"4-830 - 7"" Flat Box Blade (5 Pack)",,,Level 5 Flat Box Repair Parts,4-830,"Level 5 Flat Box Repair Parts - [4-830], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-830","Level5 Flat Box Repair Parts -  4-830 - 7"" Flat Box Blade (5 Pack)",,"index,follow",Level 5 Flat Box Repair Parts - [4-830],Level 5,4-830,NewCondition
variation,4-831,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-831-10-flat-box-blade-5-pack,"Level5 Flat Box Repair Parts -  4-831 - 10"" Flat Box Blade (5 Pack)",1,visible,,,38.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,9,Part Number,"4-831 - 10"" Flat Box Blade (5 Pack)",,,Level 5 Flat Box Repair Parts,4-831,"Level 5 Flat Box Repair Parts - [4-831], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-831","Level5 Flat Box Repair Parts -  4-831 - 10"" Flat Box Blade (5 Pack)",,"index,follow",Level 5 Flat Box Repair Parts - [4-831],Level 5,4-831,NewCondition
variation,4-832,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-832-12-flat-box-blade-5-pack,"Level5 Flat Box Repair Parts -  4-832 - 12"" Flat Box Blade (5 Pack)",1,visible,,,45.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,10,Part Number,"4-832 - 12"" Flat Box Blade (5 Pack)",,,Level 5 Flat Box Repair Parts,4-832,"Level 5 Flat Box Repair Parts - [4-832], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-832","Level5 Flat Box Repair Parts -  4-832 - 12"" Flat Box Blade (5 Pack)",,"index,follow",Level 5 Flat Box Repair Parts - [4-832],Level 5,4-832,NewCondition
variation,4-833,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-833-7-flat-box-repair-kit,"Level5 Flat Box Repair Parts -  4-833 - 7"" Flat Box Repair Kit",1,visible,,,23.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,11,Part Number,"4-833 - 7"" Flat Box Repair Kit",,,Level 5 Flat Box Repair Parts,4-833,"Level 5 Flat Box Repair Parts - [4-833], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-833","Level5 Flat Box Repair Parts -  4-833 - 7"" Flat Box Repair Kit",,"index,follow",Level 5 Flat Box Repair Parts - [4-833],Level 5,4-833,NewCondition
variation,4-834,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-834-10-brass-flat-box-repair-kit,"Level5 Flat Box Repair Parts -  4-834 - 10"" Brass Flat Box Repair Kit",1,visible,,,31.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,12,Part Number,"4-834 - 10"" Brass Flat Box Repair Kit",,,Level 5 Flat Box Repair Parts,4-834,"Level 5 Flat Box Repair Parts - [4-834], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-834","Level5 Flat Box Repair Parts -  4-834 - 10"" Brass Flat Box Repair Kit",,"index,follow",Level 5 Flat Box Repair Parts - [4-834],Level 5,4-834,NewCondition
variation,4-835,CLASSIC-FLAT-BOX-REPAIR-PARTS,level-5-flat-box-repair-parts-4-835-12-brass-flat-box-repair-kit,"Level5 Flat Box Repair Parts -  4-835 - 12"" Brass Flat Box Repair Kit",1,visible,,,35.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Parts, Parts",Level 5,CLASSIC-FLAT-BOX-REPAIR-PARTS,13,Part Number,"4-835 - 12"" Brass Flat Box Repair Kit",,,Level 5 Flat Box Repair Parts,4-835,"Level 5 Flat Box Repair Parts - [4-835], Level 5, Drywall Finishing Tools > Level 5 > Parts, 4-835","Level5 Flat Box Repair Parts -  4-835 - 12"" Brass Flat Box Repair Kit",,"index,follow",Level 5 Flat Box Repair Parts - [4-835],Level 5,4-835,NewCondition
variable,FLAT-BOX,,level-5-flat-box-with-bonus-storage-case,Level5 Flat Box with Bonus Storage Case,1,visible,"A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls and ceilings.","<p>A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls and ceilings.</p> <p>LEVEL5 flat boxes feature a premium-grade aluminum housing that has been anodized for extreme durability and easy cleaning. They are fitted with a flexible brass blade holder and a stainless steel blade, as well as stainless steel skids and shoes. A crown adjustment dial provides six settings (including “wide open”), so the ideal amount of compound can be dispensed on the wall to ensure consistent, professional results.</p> <p>LEVEL5 flat boxes have a premium composite pressure plate seal and beveled edges on the box housing ensure easy open and close. The pressure plate itself also opens extra wide for easy cleaning.</p> <p>LEVEL5 flat boxes are outfitted with non-marring wheels with durable bearings for ultra-smooth operation.</p> <p><strong>2ND GENERATION ENHANCEMENTS</strong></p> <ul> <li>Both the standard and MEGA capacity flat boxes feature higher compound capacities than previous generation.</li> <li>All structural components are higher-gauge, aircraft-grade aluminum for durability, even under heavy commercial use.</li> <li>New precision-machined billet aluminum body and side plates with bevelled edges.</li> <li>Side plates are now black hard-coat anodized, significantly reducing the friction against the sweep gasket and lowering required push force.</li> <li>New proprietary urethane sweep gasket provides less resistance, smoother operation and a better seal.</li> <li>New hinged pressure plate provides a consistent push radius at all compound capacity levels.</li> <li>Hinge opens wide for easy cleaning.</li> <li>New high-durometer urethane rubber tires for more longevity.</li> </ul> <p><strong>TIPS &amp; TRICKS</strong></p> <ul> <li>Consistency of Compound - There are no strict guidelines for the consistency of the compound when using flat boxes, as it is a matter of personal preference. It is crucial to ensure that the compound is thick enough to avoid dripping down the walls or overflowing from the dispensing slot, but thin enough to be applied without excessive force. Some finishers prefer to use different consistencies depending on the surface they are working on (walls or ceilings).</li> <li>Filling the Flat Box - The ideal way to fill the flat box is through the dispensing slot with a compound pump (#4-771) and a filler valve equipped with a flat box filler nozzle (both are included with the pump). It is also possible to manually fill the box by opening the hinged pressure plate.</li> <li>Flat Box Handles - Flat box handles have a pinch break feature which enables you to lock the box at a specific angle and maintain it flat against the wall. To activate this mechanism, squeeze the trigger located at the end of the handle. PRO TIP: to prevent injury, keep light pressure on the pinch brake trigger when the flat box is not in use to avoid swinging and accidental contact with your knuckles or fingers.</li> <li>First Coat - The first coat should be a ""fill"" coat, using the lowest crown setting of your choice (out of the 6 crown options). The purpose of this coat is to completely cover the tape and conceal the tape bevels. If you come across any air pockets or other imperfections, simply apply one or more passes over the seam until you are satisfied with the result.</li> <li>Second Coat - After the first coat has dried, a second, thin layer can be applied using a slightly wider flat box to fill any imperfections and feather out the compound to hide the seam.</li> <li>Final Result - When performed correctly, only two coats should be necessary, with minimal sanding required afterwards to achieve a professional finish.</li> </ul>",,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-764, 4-765, 4-766, 4-770, Automatic Taping Tools, Level 5, flat box, flatbox, level 5, level5",Level 5,,0,Size,"7"" | 10"" | 12"" | 14""",,,Level 5 Flat Box with Bonus Storage Case,LVL5-LEVEL-5-FLAT-BOX,"Level 5 Flat Box with Bonus Storage Case - [4-764, 4-765, 4-766, 4-770], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, LVL5-LEVEL-5-FLAT-BOX",Level5 Flat Box with Bonus Storage Case -,"A flat box is used in conjunction with a flat box handle to efficiently apply a crowned, feathered coat of joint compound over taped flat seams on walls an","index,follow","Level 5 Flat Box with Bonus Storage Case - [4-764, 4-765, 4-766, 4-770]",Level 5,"4-764, 4-765, 4-766, 4-770",NewCondition
variation,4-764,FLAT-BOX,level-5-flat-box-with-bonus-storage-case-7,"Level5 Flat Box with Bonus Storage Case -  7""",1,visible,,,419.0,1,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,"4-764, 4-765, 4-766, 4-770, Automatic Taping Tools, Level 5, flat box, flatbox, level 5, level5",Level 5,FLAT-BOX,1,Size,"7""",,,Level 5 Flat Box with Bonus Storage Case,4-764,"Level 5 Flat Box with Bonus Storage Case - [4-764], Level 5, Drywall Finishing Tools > Level 5 > Automatic Taping Tools, 4-764","Level5 Flat Box with Bonus Storage Case -  7""",,"index,follow",Level 5 Flat Box with Bonus Storage Case - [4-764],Level 5,4-764,NewCondition
