brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes
TapeTech,TG18054-PS,TG18054-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG18054-PS,TTGG1126005544--PPSS -- PPrreemmiiuumm GGoolldd TTrroowweell TG18054-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG180565-GS,TG180565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG180565-GS,TG160565-GS - Premium Gold Trowel TG180565-GS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.
TapeTech,TG12053-PS,TG12053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG12053-PS,TG12053-PS - Premium Gold Trowel TG14053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG120565-PSCU,TG120565-PSCU,Premium Gold Curved Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG120565-PSCU,TG120565-PSCU - Premium Gold Curved Trowel TG140565-PSCU - Premium Gold Curved Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG120565-SQ,TG120565-SQ,Premium Gold Square Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG120565-SQ,TG120565-SQ - Premium Gold Square Trowel TG140565-SQ - Premium Gold Square Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG14053-PS,TG14053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG14053-PS,TG12053-PS - Premium Gold Trowel TG14053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG140565-PSCU,TG140565-PSCU,Premium Gold Curved Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG140565-PSCU,TG120565-PSCU - Premium Gold Curved Trowel TG140565-PSCU - Premium Gold Curved Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG140565-SQ,TG140565-SQ,Premium Gold Square Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG140565-SQ,TG120565-SQ - Premium Gold Square Trowel TG140565-SQ - Premium Gold Square Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG16053-PS,TG16053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG16053-PS,TG16053-PS - Premium Gold Trowel TG18053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG18053-PS,TG18053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG18053-PS,TG16053-PS - Premium Gold Trowel TG18053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG120565-CY,TG120565-CY,"12"" Curry-Style Finishing Trowel",,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TG120565-CY,"TG120565-CY - 12"" Curry-Style Finishing Trowel TG140565-CY - 14"" Curry-Style Finishing Trowel",pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TG140565-CY,TG140565-CY,"14"" Curry-Style Finishing Trowel",,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TG140565-CY,"TG120565-CY - 12"" Curry-Style Finishing Trowel TG140565-CY - 14"" Curry-Style Finishing Trowel",pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TGP120565-PS,TGP120565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP120565-PS,TGP120565-PS - Premium Gold Pool Trowel TGP140565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TGP140565-PS,TGP140565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP140565-PS,TGP120565-PS - Premium Gold Pool Trowel TGP140565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TGP160565-PS,TGP160565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP160565-PS,TGP160565-PS - Premium Gold Pool Trowel TGP180565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,TGP180565-PS,TGP180565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP180565-PS,TGP160565-PS - Premium Gold Pool Trowel TGP180565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,PFB07,PFB07,"7"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB07,"PFB07 - 7"" Premium Finishing Knife Blade PFB24 - 24"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB12,PFB12,"12"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB12,"PFB12 - 12"" Premium Finishing Knife Blade PFB32 - 32"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB14,PFB14,"14"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB14,"PFB14 - 14"" Premium Finishing Knife Blade PFB40 - 40"" Premium Finishing Knife Blade Replaceable Blade System - The most secure",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB18,PFB18,"18"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB18,"PFB18 - 18"" Premium Finishing Knife Blade PFB48 - 48"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB24,PFB24,"24"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB24,"PFB07 - 7"" Premium Finishing Knife Blade PFB24 - 24"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB32,PFB32,"32"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB32,"PFB12 - 12"" Premium Finishing Knife Blade PFB32 - 32"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB40,PFB40,"40"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB40,"PFB14 - 14"" Premium Finishing Knife Blade PFB40 - 40"" Premium Finishing Knife Blade Replaceable Blade System - The most secure",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFB48,PFB48,"48"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB48,"PFB18 - 18"" Premium Finishing Knife Blade PFB48 - 48"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK07TT,PFK07TT,"7"" Wipedown Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK07TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK12TT,PFK12TT,"12"" Wipedown Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK12TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK14TT,PFK14TT,"14"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK14TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK18TT,PFK18TT,"18"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK18TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK24TT,PFK24TT,"24"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK24TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK32TT,PFK32TT,"32"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK32TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK40TT,PFK40TT,"40"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK40TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFK48TT,PFK48TT,"48"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK48TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PFKHATT,PFKHATT,Handle Adapter,,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFKHATT,PFKHATT - Handle Adapter new design provides the most ergonomic,pdf_text,sku_found_in_pdf_text,,,
TapeTech,RTC20TT,RTC20TT,"20"" Radius Trowel - Curved",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTC20TT,"RTC20TT - 20"" Radius Trowel - Curved RTC26TT - 26"" Radius Trowel - Curved",pdf_text,sku_found_in_pdf_text,,,
TapeTech,RTC26TT,RTC26TT,"26"" Radius Trowel - Curved",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTC26TT,"RTC20TT - 20"" Radius Trowel - Curved RTC26TT - 26"" Radius Trowel - Curved",pdf_text,sku_found_in_pdf_text,,,
TapeTech,RTS20TT,RTS20TT,"20"" Radius Trowel - Straight",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTS20TT,"RTS20TT - 20"" Radius Trowel - Straight RTS26TT - 26"" Radius Trowel - Straight",pdf_text,sku_found_in_pdf_text,,,
TapeTech,RTS26TT,RTS26TT,"26"" Radius Trowel - Straight",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTS26TT,"RTS20TT - 20"" Radius Trowel - Straight RTS26TT - 26"" Radius Trowel - Straight",pdf_text,sku_found_in_pdf_text,,,
TapeTech,HAWK001-PS,HAWK001-PS,"13"" x 13"" Aluminum Hawk",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,44,HAWK001-PS,"HAWK001-PS - 13"" x 13ʺ Aluminum Hawk HAWK002-PS - 13"" x 13ʺ Premium Anodized Hawk",pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,HAWK002-PS,HAWK002-PS,"13"" x 13"" Premium Anodized Hawk",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,44,HAWK002-PS,"HAWK001-PS - 13"" x 13ʺ Aluminum Hawk HAWK002-PS - 13"" x 13ʺ Premium Anodized Hawk",pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,MP12SSTT,MP12SSTT,"12"" Stainless Steel Mud Pan",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,44,MP12SSTT,MP14SSTT MP12SSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,MP14SSTT,MP14SSTT,"14"" Stainless Steel Mud Pan",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,44,MP14SSTT,MP14SSTT MP12SSTT,pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,PMP001,PMP001,"30"" Premium Mixing Paddle",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,44,PMP001,"Mud Pans STEEL SCP02 - 6 ½"" Bucket Scoop PMP001 - 30"" Premium Mixing Paddle",pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,SCP02,SCP02,"6.5"" Bucket Scoop",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,36,44,SCP02,"Mud Pans STEEL SCP02 - 6 ½"" Bucket Scoop PMP001 - 30"" Premium Mixing Paddle",pdf_visual_table,sku_found_in_pdf_text,,,
TapeTech,JCT01TT,JCT01TT,Jam Clearing Tool,,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,37,45,JCT01TT,JCT01TT - Jam Clearing Tool PKL001 - Pocket Kicker Lift Tool,pdf_text,sku_found_in_pdf_text,,,
TapeTech,JS01,JS01,"6.5"" Carbon Steel Jab Saw",,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,37,45,JS01,"MT01TT - 9-in-1 Stainless Steel Multi-tool JS01 - 6.5"" Carbon Steel Jab Saw",pdf_text,sku_found_in_pdf_text,,,
TapeTech,MT01TT,MT01TT,9-in-1 Stainless Steel Multi-tool,,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,37,45,MT01TT,"MT01TT - 9-in-1 Stainless Steel Multi-tool JS01 - 6.5"" Carbon Steel Jab Saw",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PKL001,PKL001,Pocket Kicker Lift Tool,,Tools of the Trade,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,37,45,PKL001,JCT01TT - Jam Clearing Tool PKL001 - Pocket Kicker Lift Tool,pdf_text,sku_found_in_pdf_text,,,
TapeTech,CCAGE04,CCAGE04,Roller Cage,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CCAGE04,"CCAGE04, CCAGE09, CCAGE12 - Roller Cages",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CCAGE09,CCAGE09,Roller Cage,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CCAGE09,"CCAGE04, CCAGE09, CCAGE12 - Roller Cages",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CCAGE12,CCAGE12,Roller Cage,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CCAGE12,"CCAGE04, CCAGE09, CCAGE12 - Roller Cages",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CROLL02,CROLL02,Premium Compound Roller,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CROLL02,"CROLL02, CROLL04, CROLL09, CROLL12 - Premium Compound Rollers",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CROLL04,CROLL04,Premium Compound Roller,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CROLL04,"CROLL02, CROLL04, CROLL09, CROLL12 - Premium Compound Rollers",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CROLL09,CROLL09,Premium Compound Roller,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CROLL09,"CROLL02, CROLL04, CROLL09, CROLL12 - Premium Compound Rollers",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CROLL12,CROLL12,Premium Compound Roller,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CROLL12,"CROLL02, CROLL04, CROLL09, CROLL12 - Premium Compound Rollers",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CROLLHAN2,CROLLHAN2,Compound Roller Support Handle,,Compound Rollers,hand_tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,38,46,CROLLHAN2,CROLLHAN2 extendable support handle (44ʺ – 79″) to make quick work of most walls and ceilings without the need for stilts or scaffolds.,pdf_text,sku_found_in_pdf_text,,,
