Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,12FBBA,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,columbia-automatic-fat-boy-finishing-box-12-12fbba,"Columbia Automatic Fat Boy Finishing Box - 12""",1,visible,Official Columbia automatic flat boxes for easier compound application.,<p>Columbia Automatic Fat Boy Finishing Box - 12&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 12&quot;</li><li>Official Columbia box-family finishing tool</li><li>Designed for professional compound application</li><li>Grouped into size-correct WooCommerce variations where applicable</li></ul><p><em>Catalog source page: 13.</em></p>,443.0,taxable,0,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Automatic Flat Boxes",Columbia,,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,3,Size,"12""",,1.0,1.0,,,,,,"Columbia Automatic Fat Boy Finishing Box - 12"", 12FBBA, Columbia tools, Automatic Flat Boxes, drywall finishing tools","Columbia Automatic Fat Boy Finishing Box - 12"" | Columbia Drywall Tools","Shop Columbia Automatic Fat Boy Finishing Box - 12"", an official Columbia automatic flat boxes product for professional drywall finishing.",,"index,follow","Columbia Automatic Fat Boy Finishing Box - 12""","Columbia Automatic Flat Boxes, drywall finishing tools, 12FBBA",Columbia,12FBBA,NewCondition
variable,COL-NAIL-SPOTTER,,columbia-nail-spotter,Columbia Nail Spotter,1,visible,Official Columbia nail spotters for spotting fastener heads.,<p>Columbia Nail Spotter is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Nail Spotters",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-nail-spotter-2-2NS-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-nail-spotter-3-3NS-01.webp",,0,Size,"2"" | 3""",1.0,1.0,1.0,,,,,,"Columbia Nail Spotter, COL-NAIL-SPOTTER, Columbia tools, Nail Spotters, drywall finishing tools",Columbia Nail Spotter | Columbia Drywall Tools,"Shop Columbia Nail Spotter, an official Columbia nail spotters product for professional drywall finishing.",,"index,follow",Columbia Nail Spotter,"Columbia Nail Spotters, drywall finishing tools, COL-NAIL-SPOTTER",Columbia,COL-NAIL-SPOTTER,NewCondition
variation,2NS,COL-NAIL-SPOTTER,columbia-nail-spotter-2-2ns,"Columbia Nail Spotter - 2""",1,visible,Official Columbia nail spotters for spotting fastener heads.,<p>Columbia Nail Spotter - 2&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 2&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 14.</em></p>,324.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Nail Spotters",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-nail-spotter-2-2NS-01.webp,COL-NAIL-SPOTTER,1,Size,"2""",,1.0,1.0,,,,,,"Columbia Nail Spotter - 2"", 2NS, Columbia tools, Nail Spotters, drywall finishing tools","Columbia Nail Spotter - 2"" | Columbia Drywall Tools","Shop Columbia Nail Spotter - 2"", an official Columbia nail spotters product for professional drywall finishing.",,"index,follow","Columbia Nail Spotter - 2""","Columbia Nail Spotters, drywall finishing tools, 2NS",Columbia,2NS,NewCondition
variation,3NS,COL-NAIL-SPOTTER,columbia-nail-spotter-3-3ns,"Columbia Nail Spotter - 3""",1,visible,Official Columbia nail spotters for spotting fastener heads.,<p>Columbia Nail Spotter - 3&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot;</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 14.</em></p>,324.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Nail Spotters",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-nail-spotter-3-3NS-01.webp,COL-NAIL-SPOTTER,2,Size,"3""",,1.0,1.0,,,,,,"Columbia Nail Spotter - 3"", 3NS, Columbia tools, Nail Spotters, drywall finishing tools","Columbia Nail Spotter - 3"" | Columbia Drywall Tools","Shop Columbia Nail Spotter - 3"", an official Columbia nail spotters product for professional drywall finishing.",,"index,follow","Columbia Nail Spotter - 3""","Columbia Nail Spotters, drywall finishing tools, 3NS",Columbia,3NS,NewCondition
variable,COL-MUD-PUMP,,columbia-mud-pump,Columbia Mud Pump,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Mud Pump is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-quick-clean-mud-pump-box-filler-not-included-HMP-01.webp,,0,Model,Hot Mud Pump | Tall Boy Hot Mud Pump | Hot Mud Pump CDN | Predator Mud Pump,1.0,1.0,1.0,,,,,,"Columbia Mud Pump, COL-MUD-PUMP, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Mud Pump | Columbia Drywall Tools,"Shop Columbia Mud Pump, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Mud Pump,"Columbia Mud Pumps, drywall finishing tools, COL-MUD-PUMP",Columbia,COL-MUD-PUMP,NewCondition
variation,HMP,COL-MUD-PUMP,columbia-mud-pump-hot-mud-pump-hmp,Columbia Mud Pump - Hot Mud Pump,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Mud Pump - Hot Mud Pump is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Hot Mud Pump</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 15.</em></p>,363.0,taxable,1,,0,0,8.0,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-quick-clean-mud-pump-box-filler-not-included-HMP-01.webp,COL-MUD-PUMP,1,Model,Hot Mud Pump,,1.0,1.0,,,,,,"Columbia Mud Pump - Hot Mud Pump, HMP, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Mud Pump - Hot Mud Pump | Columbia Drywall Tools,"Shop Columbia Mud Pump - Hot Mud Pump, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Mud Pump - Hot Mud Pump,"Columbia Mud Pumps, drywall finishing tools, HMP",Columbia,HMP,NewCondition
variation,TBMP,COL-MUD-PUMP,columbia-mud-pump-tall-boy-hot-mud-pump-tbmp,Columbia Mud Pump - Tall Boy Hot Mud Pump,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Mud Pump - Tall Boy Hot Mud Pump is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Tall Boy Hot Mud Pump</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 15.</em></p>,473.0,taxable,1,,0,0,15.0,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tall-boy-loading-pump-TBMP-01.webp,COL-MUD-PUMP,2,Model,Tall Boy Hot Mud Pump,,1.0,1.0,,,,,,"Columbia Mud Pump - Tall Boy Hot Mud Pump, TBMP, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Mud Pump - Tall Boy Hot Mud Pump | Columbia Drywall Tools,"Shop Columbia Mud Pump - Tall Boy Hot Mud Pump, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Mud Pump - Tall Boy Hot Mud Pump,"Columbia Mud Pumps, drywall finishing tools, TBMP",Columbia,TBMP,NewCondition
variation,HMP-C,COL-MUD-PUMP,columbia-mud-pump-hot-mud-pump-cdn-hmp-c,Columbia Mud Pump - Hot Mud Pump CDN,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Mud Pump - Hot Mud Pump CDN is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Hot Mud Pump CDN</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 15.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,,COL-MUD-PUMP,3,Model,Hot Mud Pump CDN,,1.0,1.0,,,,,,"Columbia Mud Pump - Hot Mud Pump CDN, HMP-C, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Mud Pump - Hot Mud Pump CDN | Columbia Drywall Tools,"Shop Columbia Mud Pump - Hot Mud Pump CDN, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Mud Pump - Hot Mud Pump CDN,"Columbia Mud Pumps, drywall finishing tools, HMP-C",Columbia,HMP-C,NewCondition
variation,PHMP,COL-MUD-PUMP,columbia-mud-pump-predator-mud-pump-phmp,Columbia Mud Pump - Predator Mud Pump,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Mud Pump - Predator Mud Pump is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Predator Mud Pump</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 3.</em></p>,376.0,taxable,1,,0,0,8.0,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,,COL-MUD-PUMP,4,Model,Predator Mud Pump,,1.0,1.0,,,,,,"Columbia Mud Pump - Predator Mud Pump, PHMP, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Mud Pump - Predator Mud Pump | Columbia Drywall Tools,"Shop Columbia Mud Pump - Predator Mud Pump, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Mud Pump - Predator Mud Pump,"Columbia Mud Pumps, drywall finishing tools, PHMP",Columbia,PHMP,NewCondition
variable,COL-BOX-FILLER,,columbia-box-filler,Columbia Box Filler,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Box Filler is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-box-filler-BF-01.webp,,0,Model,Standard | Tall Boy,1.0,1.0,1.0,,,,,,"Columbia Box Filler, COL-BOX-FILLER, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Box Filler | Columbia Drywall Tools,"Shop Columbia Box Filler, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Box Filler,"Columbia Mud Pumps, drywall finishing tools, COL-BOX-FILLER",Columbia,COL-BOX-FILLER,NewCondition
variation,BF,COL-BOX-FILLER,columbia-box-filler-standard-bf,Columbia Box Filler - Standard,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Box Filler - Standard is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Standard</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 15.</em></p>,52.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-box-filler-BF-01.webp,COL-BOX-FILLER,1,Model,Standard,,1.0,1.0,,,,,,"Columbia Box Filler - Standard, BF, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Box Filler - Standard | Columbia Drywall Tools,"Shop Columbia Box Filler - Standard, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Box Filler - Standard,"Columbia Mud Pumps, drywall finishing tools, BF",Columbia,BF,NewCondition
variation,TBBF,COL-BOX-FILLER,columbia-box-filler-tall-boy-tbbf,Columbia Box Filler - Tall Boy,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Box Filler - Tall Boy is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Tall Boy</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 15.</em></p>,52.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-tall-boy-box-filler-TBBF-01.webp,COL-BOX-FILLER,2,Model,Tall Boy,,1.0,1.0,,,,,,"Columbia Box Filler - Tall Boy, TBBF, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Box Filler - Tall Boy | Columbia Drywall Tools,"Shop Columbia Box Filler - Tall Boy, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Box Filler - Tall Boy,"Columbia Mud Pumps, drywall finishing tools, TBBF",Columbia,TBBF,NewCondition
variable,COL-GOOSENECK,,columbia-gooseneck,Columbia Gooseneck,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Gooseneck is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-gooseneck-GN-01.webp,,0,Model,Standard | Tall Boy,1.0,1.0,1.0,,,,,,"Columbia Gooseneck, COL-GOOSENECK, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Gooseneck | Columbia Drywall Tools,"Shop Columbia Gooseneck, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Gooseneck,"Columbia Mud Pumps, drywall finishing tools, COL-GOOSENECK",Columbia,COL-GOOSENECK,NewCondition
variation,GN,COL-GOOSENECK,columbia-gooseneck-standard-gn,Columbia Gooseneck - Standard,1,visible,Official Columbia mud pumps and pump accessories for filling finishing tools.,<p>Columbia Gooseneck - Standard is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Model: Standard</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 15.</em></p>,86.0,taxable,1,,0,0,3.0,,,,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Pumps",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-gooseneck-GN-01.webp,COL-GOOSENECK,1,Model,Standard,,1.0,1.0,,,,,,"Columbia Gooseneck - Standard, GN, Columbia tools, Mud Pumps, drywall finishing tools",Columbia Gooseneck - Standard | Columbia Drywall Tools,"Shop Columbia Gooseneck - Standard, an official Columbia mud pumps product for professional drywall finishing.",,"index,follow",Columbia Gooseneck - Standard,"Columbia Mud Pumps, drywall finishing tools, GN",Columbia,GN,NewCondition
