manufacturer,part_number,product_name,description_text,features,image_urls
TapeTech,EIFSAND120,TapeTech 120V Dual Disc Sander,"The TapeTech Dual Disc Sander quickly sands EPS/XPS panels and many other materials, saving time and money. The dual disc design features contra-rotation of the discs to provide optimal balance during operation and the independent motor reduces the weight of the tool in the worker’s hands. The wide surface area produces a more even surface compared to smaller, standard size hand rasps. Features electronic soft-start and overload protection.The sander features an exhaust outlet that is easily connected to the TapeTech Model EIFSVAC120/EIFSVAC18V Backpack Vacuum, or other vacuums, for increased mobility and a dust free work area. Continuous speed control optimizes performance and maintains speed even under heavy loads.",,https://s3.amazonaws.com/tswfastcomfiles/product/20172_MD-TTTEIFSAND120_M.jpg
TapeTech,TG120565PS,TapeTech 12″ x 5″ Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,https://s3.amazonaws.com/tswfastcomfiles/product/20261_MD-TTTTG120565PS_M.jpg
TapeTech,EFLOAT0512N,TapeTech 12″ x 5″ x 1/4″ EVA Neo Float,"EVA Floats are ideal when working the brown coat application of stucco and plaster. The EVA pad is non-porous and is very effective at compressing the material. The rigidity of the pad allows you to shape inside corners and crisp lines in the stucco or other material. Features: The hard rubber pad is ideal for working the brown coat in stucco and plaster. Heavy Duty aluminum plate is bonded to the float using pro grade adhesives. The ¼” thick pad reduces worker fatigue. The natural wood handle is ideal for all day use. The 12” x 5” float is the industry standard for stucco, plaster, and other materials.","The hard rubber pad is ideal for working the brown coat in stucco and plaster. | Heavy Duty aluminum plate is bonded to the float using pro grade adhesives. | The ¼” thick pad reduces worker fatigue. | The natural wood handle is ideal for all day use. | The 12” x 5” float is the industry standard for stucco, plaster, and other materials.",https://s3.amazonaws.com/tswfastcomfiles/product/20828_MD-TTTEFLOAT0512N.jpg
TapeTech,EFLOAT0512G,TapeTech 12″ x 5″ x 3/4″ Green Foam Float,"TapeTech Green Foam Floats are the industry standard for stucco and other materials. They have an open cell design that pulls sand and aggregates to the surface, bringing out the texture of the material. Features: Pulls sand and aggregates to the surface, creating the desired texture in the material. Heavy Duty aluminum plate is bonded to the float using pro grade adhesives. The lightweight foam reduces worker fatigue. The natural wood handle is ideal for all day use. The 12” x 5” float is the industry standard for stucco, plaster, concrete and other materials.","Pulls sand and aggregates to the surface, creating the desired texture in the material. | Heavy Duty aluminum plate is bonded to the float using pro grade adhesives. | The lightweight foam reduces worker fatigue. | The natural wood handle is ideal for all day use. | The 12” x 5” float is the industry standard for stucco, plaster, concrete and other materials.",https://s3.amazonaws.com/tswfastcomfiles/product/20826_MD-TTTEFloat0512G.jpg
TapeTech,EFLOAT0512W,TapeTech 12″ x 5″ x 3/4″ White Foam Float,"TapeTech White Foam Floats have a closed cell structure and produce a finer, smoother finish when working with stucco, plaster, concrete, and other trades. Features: White foam holds more water and results in a smoother finish in all materials. Heavy Duty aluminum plate is bonded to the float using pro grade adhesives. The lightweight foam reduces worker fatigue The natural wood handle is ideal for all day use. The 12” x 5” float is the industry standard for stucco, plaster, concrete and other materials.","White foam holds more water and results in a smoother finish in all materials. | Heavy Duty aluminum plate is bonded to the float using pro grade adhesives. | The lightweight foam reduces worker fatigue | The natural wood handle is ideal for all day use. | The 12” x 5” float is the industry standard for stucco, plaster, concrete and other materials.",https://s3.amazonaws.com/tswfastcomfiles/product/20827_MD-TTTEFLOAT0512W.jpg
TapeTech,HWK001PS,TapeTech 13″ x 13″ Aluminum Hawk,"Professional Grade ultra-light aluminum Hawk with 1.75mm tray features milled grooves to prevent slippage of compound, plaster, EIFS material or stucco. Rubber cushion under tray provides comfort and prevents abrasions. Features the ergonomic TapeTech ProSoft grip for all-day comfort and reduced fatigue.",,https://s3.amazonaws.com/tswfastcomfiles/product/20252_MD-TTTHWK001PS_M.jpg
TapeTech,PFB14,"TapeTech 14"" Replace Blade for Finishing Knife","TapeTech 14"" Replace Blade for Finishing Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFB12_M.jpg
TapeTech,TG140565PS,TapeTech 14″ x 5″ Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,https://s3.amazonaws.com/tswfastcomfiles/product/20265_MD-TTTTG140565PS_M.jpg
TapeTech,501C15,"TapeTech 15"" EZ15 Wear Parts Kit","TapeTech 15"" EZ15 Wear Parts Kit",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT501C15_M.jpg
TapeTech,TG160565PS,TapeTech 16″ x 5″ Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,https://s3.amazonaws.com/tswfastcomfiles/product/20269_MD-TTTTG160565PS_M.jpg
TapeTech,PFB18,"TapeTech 18"" Replace Blade for Finishing Knife","TapeTech 18"" Replace Blade for Finishing Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFB18_M.jpg
TapeTech,EHK18VROTATEKIT,TapeTech 18V Air Cooled Rotating Hot Knife Kit,"EHK18VROTATEKIT is the most professional hot knife kit available. The EHK18VROTATE Hot Knife is the first Cordless, Air-Cooled, Rotating Head Hot Knife in the world, providing unmatched portability, versatility and function. Powered by a 5.0 aH 18V battery and 21V 8.0 amp fast charger, the EHK18VROTATE tool can handle any foam cutting or grooving task up to 10″ (250mm) in EPS or XPS foam panels. When paired with one of four available battery adapters, the EHK18VROTATE can be powered using Bosch, DeWalt, Makita or Milwaukee batteries. EHKAROTATEKIT is the most complete, fully loaded, deluxe professional kit available and includes EGUIDE02 Edge Guide, EGBADAPT02 Grooving Blade Adapter, ESLED02 Professional Sled with 3-piece cutting guide, Blade wrench, Scraper tool, 6″ and 8″ Straight Blades, EFLAT12 12″ Flat Blade stock, EPG20, EPG27 and EPG34 Pipe Grooving Blades, EPLIER Premium Blade Bending Pliers, EBLINDHOLE Blind Hole cutting adapter, EELECBOX Electrical Box Cutting Adapter, folding wood ruler and marker pen and custom, heavy duty canvas tool bag.",,https://s3.amazonaws.com/tswfastcomfiles/product/20157_MD-TTTEHK18VROTATEKIT_M.jpg
TapeTech,TG180565PS,TapeTech 18″ x 5″ Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,https://s3.amazonaws.com/tswfastcomfiles/product/20272_MD-TTTTG180565PS_M.jpg
TapeTech,VABS050,"TapeTech 2"" Italian ABS Float","The TapeTech 2″ x 11″ ABS Float is perfect for achieving optimal results when finishing EIFS, stucco and plaster. The durable yet flexible blade has rounded corners to prevent gouging.",,https://s3.amazonaws.com/tswfastcomfiles/product/20285_MD-TTTVABS050_M.jpg
TapeTech,RTS20TT,TapeTech 20” Radius Trowel – Straight,"TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech’s Radius Trowels are long-lasting and designed to look good, whether you’re finishing edges or smoothing corners.",,https://s3.amazonaws.com/tswfastcomfiles/product/20491_MD-TTTRTS20TT.jpg
TapeTech,RTS26TT,TapeTech 26” Radius Trowel – Straight,"TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech’s Radius Trowels are long-lasting and designed to look good, whether you’re finishing edges or smoothing corners.",,https://s3.amazonaws.com/tswfastcomfiles/product/20492_MD-TTTRTS26TT.jpg
TapeTech,ERASP0214,TapeTech 2″ x 14″ Tungsten Carbide Rasp,"TapeTech EIFSand™ Tungsten Carbide EIFS Rasps provide a high removal rate and long life; more than 100 times longer than standard abrasive rasp paper! Their hard and durable tungsten carbide composition removes EPS/XPS Foam quickly and easily. The rounded corner design prevents gouging and the ergonomic handle design allows the worker to use two hands, reducing hand fatigue.",,https://s3.amazonaws.com/tswfastcomfiles/product/20187_MD-ERASP0214_M.jpg
TapeTech,EEXSET3135,TapeTech 3 Piece 135° Outside Corner Edgers Set,"Contains on each of the outside corner trowel sizes – 1.25″, 2″, and 2.75″. TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45o wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.",,https://s3.amazonaws.com/tswfastcomfiles/product/20142_MD-TTTEEXSET3135_M.jpg
TapeTech,654036,"TapeTech 3"" Blade Clamp Assembly","TapeTech 3"" Blade Clamp Assembly",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT654036_M.jpg
TapeTech,PFB32,"TapeTech 32"" Replace Blade for Finishing Knife","TapeTech 32"" Replace Blade for Finishing Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFB32_M.jpg
TapeTech,JK04SSTT,"TapeTech 4"" Premium Stainless Steel Joint Knife","TapeTech 4"" Premium Stainless Steel Joint Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTJK04SSTT_M.jpg
TapeTech,PFB40,"TapeTech 40"" Replace Blade for Finishing Knife","TapeTech 40"" Replace Blade for Finishing Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFB40_M.jpg
TapeTech,PFB48,"TapeTech 48"" Replace Blade for Finishing Knife","TapeTech 48"" Replace Blade for Finishing Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFB48_M.jpg
TapeTech,EALFED48,TapeTech 4′ Aluminum Featheredge,"TapeTech featheredges are perfect for squaring up inside corners and smoothing stucco, EIFS or plaster. Made from aluminum, the 2 mm extrusion is thicker than competitive featheredges, resulting in a more ridgid plane and straighter, flatter surfaces. Comfortable H-Shape allows you to easily adjust the angle of the featheredge using just your thumb and palm. Extremely long-lasting, TapeTech featheredges include a 10mm hole to hang the tool. Available in 4′, 5′ or 6′ lengths.",,https://s3.amazonaws.com/tswfastcomfiles/product/20089_MD-TTTEALFED48_M.jpg
TapeTech,EBLADE04,TapeTech 4″ Hot Knife Blade,"The TapeTech 4″ Hot Knife Blade is a precision cutting tool designed for professionals who work with foam and other soft materials. This hot knife blade offers sharp, clean cuts, making it ideal for cutting insulation boards, foam, and other materials with ease and accuracy. Key Features Sharp Cutting Edge : The blade is designed with a sharp cutting edge that ensures clean, precise cuts. It easily slices through foam, insulation boards, and other soft materials, reducing the need for additional finishing. Blade Length : With 4, 6 and 8-inch options, this blade provides the perfect balance between control and efficiency, allowing you to make detailed cuts quickly and accurately. Durable Construction : Made from high-quality materials, this hot knife blade is built to withstand the demands of professional use. It maintains its sharpness even after repeated use, ensuring long-lasting performance. Easy to Install : The blade is easy to attach to standard hot knife tools, making it simple to replace or switch out blades as needed. This ensures minimal downtime and maximum productivity on the job site.","Sharp Cutting Edge: The blade is designed with a sharp cutting edge that ensures clean, precise cuts. It easily slices through foam, insulation boards, and other soft materials, reducing the need for additional finishing. | Blade Length: With 4, 6 and 8-inch options, this blade provides the perfect balance between control and efficiency, allowing you to make detailed cuts quickly and accurately. | Durable Construction: Made from high-quality materials, this hot knife blade is built to withstand the demands of professional use. It maintains its sharpness even after repeated use, ensuring long-lasting performance. | Easy to Install: The blade is easy to attach to standard hot knife tools, making it simple to replace or switch out blades as needed. This ensures minimal downtime and maximum productivity on the job site.",https://s3.amazonaws.com/tswfastcomfiles/product/20123_MD-Hot_Blade.jpg
